fighter,victoria_%,binning,Height,Weight,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg,Stance_Orthodox,Stance_Southpaw
Bernardo Magalhaes,0,0,175,155,1.8,27,3.37,68,0.0,0,0,0.5,1,0
Spencer Fisher,56,1,170,155,3.17,43,3.03,64,0.67,30,60,0.8,0,1
Luis Ramos,0,0,172,170,2.4,35,5.6,42,1.5,20,100,0.0,1,0
Ricardo Funch,0,0,177,170,2.61,65,3.57,40,1.24,18,60,0.0,0,1
Anistavio Medeiros,0,0,167,145,3.64,44,5.0,47,0.0,0,0,0.0,1,0
Delson Heleno,0,0,180,185,0.69,75,4.83,19,0.0,0,0,0.0,1,0
Wagner Campos,0,0,167,145,1.54,41,2.53,51,2.71,100,0,0.0,0,1
John Teixeira,0,0,170,145,3.36,35,3.2,63,1.0,27,71,0.7,1,0
Yoislandy Izquierdo,0,0,180,155,2.93,52,1.4,26,0.0,0,50,0.0,0,1
John Alessio,0,0,177,155,2.1,39,2.91,54,1.85,38,70,1.2,1,0
Tito Ortiz,58,1,190,205,2.59,46,2.88,60,2.47,35,54,0.6,1,0
Forrest Griffin,64,1,190,205,4.38,36,2.81,61,1.05,48,57,0.7,1,0
Dan Stittgen,0,0,185,170,2.97,46,4.42,37,0.78,100,100,0.0,1,0
Josh Ferguson,0,0,165,125,2.13,43,4.18,32,0.59,11,54,0.0,1,0
Damacio Page,0,0,167,135,2.05,38,2.47,51,2.63,64,23,0.9,1,0
Oli Thompson,0,0,185,242,1.66,46,5.31,46,0.0,0,50,0.5,1,0
Michihiro Omigawa,17,0,167,145,2.01,39,3.06,64,1.19,36,49,1.5,1,0
Ken Stone,67,1,172,135,3.85,49,2.9,48,1.24,33,60,0.6,0,1
Buddy Roberts,100,1,187,185,2.17,34,2.08,70,0.0,0,76,0.7,1,0
Tommy Hayden,0,0,175,145,1.48,27,2.05,55,3.42,33,66,0.0,0,1
Eiji Mitsuoka,0,0,170,145,1.49,49,2.26,45,2.3,36,20,1.6,0,1
Walel Watson,33,0,180,135,2.1,29,3.79,43,0.0,0,61,1.4,1,0
Duane Ludwig,50,0,177,170,4.62,44,3.05,57,0.43,25,59,0.1,1,0
Dan Hardy,56,1,182,170,2.46,35,3.44,51,0.73,35,35,0.4,1,0
DaMarques Johnson,44,0,185,170,2.11,37,3.75,51,1.18,55,19,0.7,1,0
Jason Young,33,0,175,145,2.97,37,3.2,50,1.98,66,55,0.0,1,0
Aaron Simpson,70,1,182,170,3.6,52,2.53,56,3.78,34,83,0.5,1,0
Carlo Prater,50,0,180,155,2.03,47,4.07,35,0.43,9,57,1.7,0,0
Shane Roller,40,0,177,155,2.04,34,2.65,60,2.46,33,42,1.9,1,0
Luiz Cane,50,0,187,185,4.79,41,5.0,60,0.56,28,100,0.3,0,1
Stephan Bonnar,57,1,193,205,2.76,38,3.01,52,1.32,40,60,1.0,1,0
Joey Gambino,0,0,170,145,2.47,35,2.53,51,0.0,0,42,0.8,1,0
Yasuhiro Urushitani,0,0,165,125,3.47,39,4.71,65,0.0,0,80,0.0,0,1
Zhang Tiequan,33,0,172,155,1.23,36,2.14,51,1.95,58,75,3.4,1,0
Tom DeBlass,0,0,182,185,1.5,35,4.43,37,1.0,50,28,0.5,1,0
Jeff Hougland,50,0,170,135,1.86,48,3.46,47,0.86,18,0,1.1,1,0
Rich Franklin,74,1,185,185,4.1,44,2.07,62,1.31,66,63,0.7,0,1
Chad Griggs,0,0,185,205,2.67,50,2.22,46,1.51,66,41,0.0,1,0
Mark Hominick,50,0,172,145,4.08,42,4.18,69,0.25,66,71,0.9,1,0
Marcus LeVesseur,50,0,175,155,2.55,64,3.7,37,3.89,36,83,0.6,0,1
Henry Martinez,50,0,170,155,2.79,25,4.01,60,0.0,0,80,0.0,0,1
Manuel Rodriguez,0,0,175,170,0.81,33,3.23,38,9.09,75,0,0.0,1,0
Nick Penner,0,0,193,205,1.25,30,4.6,38,0.0,0,40,0.0,0,1
Brendan Loughnane,0,0,177,145,6.23,63,6.7,53,1.5,30,92,0.0,0,0
Jonathan Brookins,50,0,182,145,2.69,39,3.63,56,1.94,17,80,0.3,0,1
Jared Papazian,0,0,172,135,3.33,39,3.81,44,0.0,0,50,0.0,0,1
John Cofer,0,0,175,155,2.73,41,3.43,62,1.22,50,64,0.0,0,1
Shane del Rosario,0,0,193,250,3.93,60,2.97,54,1.2,40,16,2.4,0,1
Byron Bloodworth,0,0,172,135,1.82,28,5.18,50,0.0,0,0,0.0,1,0
Pedro Nobre,0,0,165,135,1.37,30,9.16,35,0.0,0,0,0.0,1,0
CJ Keith,0,0,182,155,0.86,50,1.82,50,0.0,0,62,0.0,1,0
Milton Vieira,0,0,182,145,1.13,35,2.36,48,2.67,53,12,0.7,1,0
Diego Nunes,60,1,167,145,2.72,43,2.59,58,1.18,44,65,0.6,1,0
Wagner Prado,0,0,182,205,1.72,40,3.06,50,0.0,0,22,0.0,0,1
Mike Stumpf,0,0,177,170,3.34,43,8.85,47,1.59,25,33,0.8,1,0
Vladimir Matyushenko,64,1,182,205,1.9,44,1.62,59,3.25,46,70,0.1,1,0
Simeon Thoresen,50,0,185,170,3.85,43,3.85,64,1.12,40,50,1.7,1,0
Mike Russow,80,1,185,255,1.55,47,2.9,59,4.66,43,0,0.7,1,0
Jacob Volkmann,67,1,175,155,1.19,34,1.78,52,3.19,48,52,2.0,0,1
Jon Fitch,82,1,182,170,2.61,50,1.65,54,3.6,51,56,0.8,1,0
Jay Hieron,0,0,182,170,1.66,32,1.89,61,4.05,60,66,1.0,1,0
Motonobu Tezuka,0,0,170,135,0.87,23,2.8,51,1.5,11,0,0.5,0,1
Terry Etim,60,1,185,155,2.16,35,2.53,67,0.43,30,39,1.4,1,0
Paul Sass,75,1,182,155,0.53,26,1.9,51,0.53,16,33,7.4,1,0
Che Mills,67,1,185,170,2.08,52,2.87,43,1.18,66,58,0.0,1,0
Josh Grispi,0,0,180,145,1.44,41,3.71,50,1.97,36,16,2.2,1,0
Matthew Riddle,64,1,185,170,3.01,42,2.74,54,3.51,50,89,0.5,0,1
Ulysses Gomez,0,0,167,125,2.72,25,3.57,68,0.0,0,0,0.0,1,0
Jorge Santiago,20,0,185,170,1.69,35,2.62,56,0.58,30,52,0.8,1,0
Caros Fodor,0,0,175,155,2.76,54,2.83,54,2.1,25,50,0.0,1,0
Brock Jardine,0,0,180,170,1.06,30,3.34,56,0.0,0,14,0.8,1,0
Matt Grice,33,0,172,145,4.09,53,2.69,56,2.19,37,82,0.5,1,0
Lavar Johnson,67,1,193,240,5.39,55,2.54,55,0.61,66,54,0.6,1,0
Anton Kuivanen,50,0,172,155,2.27,38,1.63,67,1.2,100,71,0.4,1,0
Jon Manley,0,0,185,170,1.13,20,4.33,45,1.0,7,20,0.0,1,0
Josh Neer,43,0,180,170,3.29,46,3.63,58,1.09,34,46,1.3,1,0
Wanderlei Silva,36,0,180,205,2.79,40,2.19,60,0.97,53,62,0.6,1,0
Riki Fukuda,50,0,182,185,4.24,43,3.71,64,2.17,43,70,0.0,0,1
Brian Stann,60,1,185,205,3.28,42,2.65,59,0.12,12,60,0.3,1,0
Antonio Carvalho,67,1,175,145,3.03,29,3.62,64,0.0,0,100,0.0,1,0
Reuben Duran,33,0,170,135,3.19,49,2.61,50,0.98,23,25,0.7,1,0
Issei Tamura,50,0,165,135,1.89,53,4.58,44,0.92,25,33,0.0,1,0
Colin Fletcher,0,0,187,155,3.1,34,2.97,62,0.0,0,27,0.0,1,0
Chris Spang,0,0,187,170,1.83,36,1.95,60,0.0,0,50,0.9,1,0
Besam Yousef,0,0,180,170,3.14,53,3.98,38,1.33,66,50,0.0,1,0
Adam Cella,0,0,187,170,1.91,42,2.61,51,3.92,75,50,1.3,1,0
Pablo Garza,60,1,185,145,3.37,44,2.7,50,0.94,25,15,1.3,1,0
Philip De Fries,50,0,195,250,2.3,47,3.0,37,3.29,42,100,0.6,1,0
Bart Palaszewski,33,0,175,145,2.67,32,3.97,57,0.65,31,53,0.5,1,0
Justin Lawrence,50,0,172,145,3.84,35,2.83,67,0.72,28,73,0.0,1,0
Gilbert Smith,0,0,175,185,1.09,41,2.73,35,3.51,60,0,1.2,0,1
Collin Hart,0,0,185,185,6.33,44,7.53,51,2.0,16,50,0.0,1,0
Jimmy Quinlan,0,0,182,185,2.08,70,5.94,16,4.46,25,0,0.0,1,0
Clifford Starks,50,0,182,185,1.94,33,2.49,58,1.94,100,60,0.0,1,0
Leonard Garcia,25,0,177,145,2.77,24,4.79,52,0.3,26,42,0.5,1,0
Alan Belcher,64,1,187,185,2.7,41,3.1,59,0.44,26,55,0.9,1,0
Cheick Kongo,65,1,193,240,3.33,56,1.28,54,2.3,56,52,0.2,1,0
John Cholish,50,0,180,155,2.65,49,2.29,73,1.82,31,78,0.4,1,0
Azamat Gashimov,0,0,167,125,1.24,21,4.75,53,1.69,25,0,0.0,1,0
Roger Hollett,0,0,180,205,1.83,47,6.47,34,1.0,28,30,0.0,1,0
Brian Bowles,67,1,170,135,2.36,26,2.98,64,1.39,70,54,1.4,1,0
TJ Grant,70,1,177,155,3.95,54,3.21,56,1.63,43,36,0.6,1,0
Nah-Shon Burrell,100,1,180,170,4.83,47,3.45,56,0.0,0,52,0.3,1,0
Eddie Mendez,0,0,177,185,1.71,33,3.43,11,0.0,0,0,0.0,1,0
Karlos Vemola,40,0,182,185,1.67,44,2.13,37,1.93,25,31,1.7,1,0
John Maguire,50,0,175,155,1.41,41,2.44,65,2.8,46,77,1.1,0,1
Sean Pierson,60,1,182,170,3.84,39,3.73,64,0.39,18,66,0.4,0,1
Dave Herman,25,0,193,242,4.98,60,3.78,48,1.49,100,58,0.0,1,0
Roger Gracie,0,0,193,185,1.78,35,1.79,61,1.87,53,60,1.9,1,0
Aaron Riley,38,0,172,155,3.45,34,3.78,61,1.18,34,60,0.1,0,1
John Albert,25,0,172,135,3.05,49,2.82,35,0.0,0,50,6.1,1,0
Ednaldo Oliveira,0,0,195,205,1.03,22,1.8,52,0.0,0,42,0.0,1,0
Vinny Magalhaes,25,0,190,205,2.14,24,3.97,68,1.55,44,66,0.8,1,0
Josh Clopton,0,0,167,145,1.6,64,2.87,50,2.0,66,75,0.0,1,0
Bristol Marunde,0,0,185,170,1.42,21,4.4,47,1.6,33,14,0.0,1,0
Sheila Gaff,0,0,165,135,1.6,50,2.89,28,0.0,0,20,0.0,1,0
Mike Brown,40,0,167,145,2.98,44,2.45,60,3.23,40,66,0.6,1,0
Papy Abedi,33,0,180,185,2.8,55,3.15,48,3.47,57,50,1.3,0,1
Martin Kampmann,69,1,182,170,3.22,42,3.28,62,1.86,41,78,2.0,1,0
Brian Melancon,100,1,172,170,4.18,49,3.64,64,2.02,100,66,0.0,1,0
Ben Alloway,50,0,180,170,1.28,49,1.9,59,0.62,50,26,0.0,1,0
James Head,50,0,185,170,2.75,48,3.11,49,0.41,100,66,0.8,1,0
Jared Hamman,33,0,190,185,5.15,42,3.93,55,1.57,46,30,0.0,1,0
Ryan Couture,0,0,177,155,3.54,45,2.87,54,1.55,29,46,1.3,1,0
Pascal Krauss,67,1,185,170,5.45,47,3.88,59,1.53,50,60,0.9,1,0
Brandon Vera,53,1,190,230,3.03,56,2.81,52,0.7,53,59,0.2,1,0
Keith Wisniewski,0,0,182,170,2.32,52,4.86,42,1.57,40,78,0.3,1,0
Marcos Vinicius,50,0,175,125,1.93,49,2.91,47,0.0,0,25,0.5,1,0
Yuri Villefort,0,0,182,170,3.18,43,5.42,55,2.0,35,40,0.3,1,0
Joao Zeferino,0,0,180,170,0.83,36,2.6,48,0.5,5,50,1.0,1,0
Nandor Guelmino,0,0,190,230,3.62,56,3.16,33,0.0,0,42,0.0,1,0
Mike Ricci,50,0,182,155,1.8,32,1.64,65,0.67,100,54,0.0,0,1
Matt Hamill,71,1,185,205,3.69,42,3.8,61,3.0,34,91,0.0,1,0
Joey Beltran,33,0,185,185,4.92,36,5.27,54,0.48,18,75,0.0,1,0
David Mitchell,25,0,182,170,1.74,32,2.06,55,0.66,50,29,2.0,1,0
Iliarde Santos,0,0,165,125,3.0,30,6.1,57,1.66,23,83,0.0,1,0
Thiago Silva,55,1,187,205,3.92,50,2.55,67,1.03,47,70,0.7,1,0
Rousimar Palhares,64,1,172,170,1.75,51,2.04,59,3.93,45,0,4.1,1,0
George Sotiropoulos,70,1,177,155,2.61,27,2.52,67,2.32,31,53,1.6,1,0
Dustin Pague,20,0,175,135,1.65,53,2.96,41,1.03,44,55,2.6,1,0
Jeremy Larsen,0,0,177,145,4.87,48,5.75,57,2.49,33,0,0.0,1,0
Adlan Amagov,100,1,187,170,3.29,47,0.82,78,5.84,56,100,0.0,1,0
Rosi Sexton,0,0,160,135,3.31,39,7.42,41,0.75,10,80,0.0,1,0
Michael Kuiper,33,0,182,185,3.28,54,3.62,54,2.3,55,79,0.0,1,0
Alessio Sakara,43,0,182,185,3.96,47,2.8,59,2.18,78,62,0.0,1,0
Jose Maria,0,0,165,125,3.2,53,3.98,52,2.32,27,33,2.3,1,0
Edwin Figueroa,40,0,170,135,2.57,39,3.06,51,0.2,100,37,0.6,1,0
Chael Sonnen,54,1,185,205,3.08,43,1.1,62,3.81,59,66,0.4,0,1
Peggy Morgan,0,0,185,135,2.27,23,8.2,33,0.0,0,50,0.0,1,0
Julie Kedzie,0,0,165,135,2.9,36,3.18,46,1.14,23,78,0.0,1,0
Pat Barry,45,0,180,235,2.72,52,3.54,59,0.0,0,76,0.2,1,0
Nick Ring,60,1,182,185,3.52,42,3.48,62,1.36,36,52,0.3,0,1
Mac Danzig,42,0,172,155,3.39,48,3.44,57,1.2,37,46,0.6,1,0
Roger Bowling,0,0,175,155,3.9,47,3.86,51,3.09,43,27,0.9,1,0
Cody McKenzie,50,0,182,155,1.74,34,2.5,67,2.5,25,14,2.5,0,0
Darren Uyenoyama,67,1,167,125,1.34,39,2.21,66,1.42,33,35,0.7,1,0
Chris Leben,57,1,180,185,2.87,42,2.87,52,1.14,41,53,0.8,0,1
Will Chope,0,0,193,145,4.43,27,9.93,46,0.0,0,0,0.0,0,0
Quinn Mulhern,0,0,190,155,1.48,28,2.09,51,1.36,20,33,0.0,1,0
Dave Galera,0,0,180,135,1.67,69,0.53,33,0.0,0,14,2.0,1,0
Shunichi Shimizu,0,0,165,135,0.14,33,4.68,30,0.0,0,0,0.0,1,0
Brian Houston,0,0,187,185,1.9,35,3.67,53,0.95,100,87,0.0,1,0
Mike Rio,33,0,177,155,1.68,39,2.99,53,2.58,27,0,1.0,1,0
Ramiro Hernandez,0,0,175,135,2.72,28,5.51,64,0.0,0,0,0.0,1,0
Nick Catone,43,0,182,185,2.11,44,2.32,63,3.71,44,83,0.5,0,1
Cristiano Marcello,33,0,175,155,2.56,33,3.61,58,0.44,11,20,0.9,1,0
TJ Waldburger,57,1,180,170,2.02,51,2.39,40,3.03,46,40,4.8,1,0
Rafaello Oliveira,29,0,172,155,2.19,33,3.38,59,2.49,36,11,1.6,1,0
Albert Cheng,0,0,180,170,1.0,41,2.6,71,0.0,0,0,0.0,1,0
Ivan Menjivar,50,0,167,145,2.78,37,2.76,65,0.56,28,38,1.0,1,0
John Hathaway,88,1,185,170,3.4,40,1.8,62,2.61,43,60,0.9,1,0
Nam Phan,29,0,167,135,4.52,37,6.55,59,0.18,18,60,0.2,1,0
Melvin Guillard,57,1,175,155,2.96,40,1.85,66,1.3,63,61,0.2,1,0
Cyrille Diabate,57,1,198,205,4.06,71,1.78,60,1.17,83,53,0.2,0,1
Will Campuzano,0,0,175,125,2.43,31,3.82,57,0.88,45,48,0.2,1,0
Robert McDaniel,50,0,190,185,1.64,44,1.98,56,0.93,50,50,1.4,0,1
Renee Forte,33,0,170,155,2.08,32,2.12,63,2.32,58,66,0.0,1,0
Jake Shields,57,1,182,170,2.45,36,1.8,56,2.83,29,35,1.2,1,0
Ronny Markes,75,1,185,185,2.17,53,2.43,45,3.13,40,100,0.5,1,0
Thiago Perpetuo,50,0,177,170,5.39,69,3.51,51,2.82,50,66,0.0,1,0
Mark Bocek,58,1,172,155,2.34,43,2.32,60,3.65,36,31,1.3,1,0
Estevan Payan,0,0,177,145,4.25,42,3.58,57,0.36,100,60,0.4,1,0
Anthony Lapsley,0,0,175,170,0.53,34,0.58,66,0.0,0,20,0.0,0,1
Ben Wall,0,0,177,155,1.47,29,8.53,29,0.0,0,100,0.0,1,0
Chris Holdsworth,100,1,180,135,1.85,29,1.94,58,3.38,62,100,2.0,1,0
Bobby Voelker,0,0,182,170,4.01,35,5.84,42,1.04,50,66,0.0,1,0
Jason High,50,0,172,155,1.28,42,1.56,48,2.36,63,37,2.8,0,1
Lance Benoist,33,0,180,170,3.68,51,2.7,56,1.5,33,61,0.0,0,1
Mike Easton,50,0,167,135,3.51,37,4.28,61,0.75,22,66,0.0,0,1
Colton Smith,33,0,182,155,1.64,41,2.3,51,4.09,36,25,1.4,1,0
Chris Indich,0,0,177,170,1.31,30,4.32,43,0.75,50,50,1.5,1,0
Guilherme Vasconcelos,0,0,182,185,3.27,29,4.4,70,0.0,0,0,0.0,1,0
Robert Drysdale,0,0,190,205,0.0,0,0.0,0,7.32,100,0,21.9,1,0
Daniel Spohn,0,0,193,205,2.42,49,1.6,53,0.0,0,28,2.5,0,1
Tina Lahdemaki,0,0,157,115,1.93,20,4.67,57,0.0,0,16,0.0,1,0
Pat Healy,0,0,182,155,2.57,36,2.57,50,3.08,37,55,1.1,1,0
Phil Harris,25,0,162,125,2.34,26,3.16,68,1.76,21,60,0.0,1,0
Cody Donovan,33,0,190,205,5.61,59,5.44,45,1.67,28,0,1.7,1,0
Mike King,0,0,190,185,4.44,58,1.29,72,1.75,25,40,3.5,1,0
Steven Siler,62,1,180,145,3.21,41,2.96,54,0.47,21,55,1.6,1,0
Kyle Kingsbury,50,0,193,205,2.97,40,3.81,51,2.64,41,52,0.0,1,0
Hernani Perpetuo,0,0,182,170,2.73,29,4.37,55,0.0,0,37,0.5,1,0
Jack May,0,0,203,255,1.52,38,3.29,33,0.91,33,20,0.0,0,0
Sai Wang,0,0,182,170,3.17,46,2.27,53,0.0,0,77,0.0,0,1
Roland Delorme,50,0,175,135,2.28,44,4.32,40,2.51,34,42,1.6,1,0
Anying Wang,100,1,182,170,1.32,26,1.63,44,0.0,0,33,0.0,1,0
Cung Le,67,1,175,185,4.36,48,2.98,66,1.37,71,88,0.3,0,1
Danny Mitchell,0,0,187,170,2.53,49,2.53,52,0.0,0,100,3.0,1,0
Jianping Yang,0,0,170,145,1.4,26,2.07,65,1.0,25,33,0.0,1,0
Francis Carmont,75,1,190,205,2.22,42,1.64,59,1.79,36,73,0.6,1,0
Paulo Thiago,42,0,180,170,1.71,39,1.99,63,1.42,31,63,1.2,1,0
Dashon Johnson,0,0,170,145,1.01,69,3.83,35,0.85,33,63,0.8,1,0
Johnny Bedford,40,0,177,135,4.53,50,1.75,63,1.83,62,62,0.0,1,0
Amir Sadollah,60,1,177,170,4.71,46,3.55,60,0.57,27,60,0.3,1,0
Takenori Sato,0,0,177,170,0.46,33,12.92,9,0.0,0,0,0.0,0,1
Kazuki Tokudome,33,0,180,155,2.26,41,3.63,53,2.0,38,78,0.0,0,1
Tor Troeng,33,0,187,185,1.16,46,3.26,32,0.62,7,66,0.3,1,0
Anthony Njokuani,43,0,185,155,3.94,46,2.41,65,0.5,45,53,0.2,1,0
Bruno Santos,50,0,175,185,1.18,46,2.27,56,3.0,37,66,0.3,1,0
Ernest Chavez,50,0,172,145,2.79,40,3.89,59,0.89,33,50,0.0,1,0
Fabricio Camoes,20,0,177,155,1.29,33,1.85,61,2.34,32,20,1.5,1,0
Vagner Rocha,33,0,177,155,2.64,42,4.5,48,1.4,33,50,1.9,1,0
Guto Inocente,0,0,190,205,4.13,66,2.92,54,0.67,33,66,0.7,1,0
Jumabieke Tuerxun,0,0,170,135,1.6,28,3.08,59,0.47,11,66,0.9,1,0
Luke Zachrich,50,0,187,185,4.56,32,4.46,62,0.74,33,80,0.0,1,0
Wagner Silva,0,0,182,170,1.69,29,2.87,65,0.0,0,58,0.0,1,0
Rodolfo Rubio Perez,0,0,165,145,1.13,36,1.0,62,2.0,33,33,0.0,1,0
Tim Gorman,0,0,165,135,2.73,31,5.57,46,1.0,9,33,0.0,0,1
Charlie Brenneman,40,0,177,155,1.52,56,1.55,46,4.23,42,72,0.0,1,0
Chris Heatherly,0,0,175,155,1.08,45,2.67,52,3.39,50,100,0.7,1,0
Humberto Brown Morrison,0,0,177,145,1.71,50,2.19,62,1.43,25,0,0.0,1,0
Yves Edwards,50,0,175,155,2.91,42,2.34,66,0.76,53,69,0.7,0,1
Isaac Vallie-Flagg,33,0,172,155,5.56,47,5.6,45,0.2,12,58,0.0,1,0
Juan Manuel Puig,0,0,175,145,4.91,23,7.17,51,0.0,0,0,0.0,1,0
Brendan Schaub,60,1,193,245,2.92,37,2.22,57,2.32,46,72,0.4,1,0
Matt Hobar,50,0,177,135,3.23,42,4.27,52,3.66,44,50,0.0,0,1
Jamie Varner,38,0,172,155,2.92,34,2.55,58,3.49,53,66,0.8,1,0
Dustin Kimura,50,0,170,135,1.33,21,3.82,51,0.93,37,50,2.2,1,0
Garett Whiteley,0,0,182,155,3.72,48,4.04,46,0.0,0,27,0.9,1,0
Joe Ellenberger,100,1,175,155,1.62,47,3.45,48,3.17,40,0,1.1,1,0
Tom Niinimaki,33,0,175,145,1.91,54,2.31,58,2.97,46,33,0.5,1,0
Mike Rhodes,0,0,185,170,3.2,39,4.13,64,0.96,33,75,0.5,1,0
Louis Gaudinot,25,0,160,125,2.34,37,6.42,48,0.57,40,31,1.1,1,0
Rodrigo Damm,50,0,170,155,3.5,36,5.61,57,0.44,16,80,0.3,1,0
Mats Nilsson,0,0,185,170,2.99,39,5.62,63,3.87,83,44,2.3,1,0
Alexis Dufresne,0,0,175,135,1.33,27,3.33,60,1.5,50,50,0.0,1,0
Sean Soriano,0,0,175,145,3.15,61,2.31,52,1.27,42,55,0.0,1,0
Shane Howell,0,0,172,125,1.27,32,2.55,42,0.0,0,20,0.0,1,0
Matt Van Buren,0,0,195,205,7.73,45,6.82,49,0.0,0,50,0.0,1,0
Tateki Matsuda,0,0,170,125,3.2,34,3.43,69,0.0,0,16,0.0,1,0
Stanislav Nedkov,33,0,180,205,3.33,43,5.39,43,2.77,41,0,0.0,1,0
Andy Ogle,20,0,172,145,2.24,44,2.23,50,1.44,26,58,0.0,1,0
Akira Corassani,60,1,172,145,3.25,45,4.91,50,0.7,28,86,0.0,1,0
Phil Davis,75,1,187,205,2.85,34,1.33,72,2.99,38,72,0.6,1,0
Richardson Moreira,0,0,187,185,1.17,28,1.83,67,0.0,0,100,0.0,1,0
Ian McCall,40,0,165,125,3.59,39,3.25,67,2.08,30,88,0.0,1,0
Nick Diaz,54,1,185,185,5.43,42,3.56,61,1.32,33,60,1.0,0,1
Andy Enz,0,0,190,185,3.51,23,5.32,57,0.0,0,58,0.0,1,0
Rodrigo de Lima,0,0,170,155,1.29,33,5.5,32,2.66,36,0,1.3,1,0
Patrick Walsh,100,1,180,185,2.03,19,2.83,64,3.0,54,100,1.5,1,0
Cody Gibson,33,0,177,135,2.47,31,2.54,63,1.85,38,58,0.4,1,0
Josh Shockley,0,0,185,155,1.4,33,1.75,60,0.0,0,61,0.8,1,0
William Macario,33,0,180,170,4.92,54,3.96,65,1.85,45,78,0.0,1,0
Ruan Potts,0,0,187,247,0.85,37,5.92,22,0.75,16,33,2.3,1,0
Norifumi Yamamoto,0,0,162,135,2.09,45,2.01,57,0.41,22,45,0.0,0,1
Alex Torres,0,0,177,145,2.47,37,2.73,69,2.0,22,50,0.0,1,0
Josh Copeland,0,0,185,265,1.03,31,3.01,55,0.0,0,57,0.0,1,0
Roger Narvaez,50,0,190,185,2.12,37,3.32,64,0.0,0,50,0.9,0,1
Jake Lindsey,0,0,180,155,3.44,52,4.01,46,0.65,33,50,0.0,0,0
Larissa Pacheco,0,0,170,135,1.21,19,4.14,55,0.0,0,0,0.0,1,0
Jorge de Oliveira,0,0,172,155,1.26,31,4.84,48,0.0,0,22,0.0,1,0
Bentley Syler,0,0,162,125,1.3,18,1.73,79,0.0,0,75,0.0,1,0
Shayna Baszler,0,0,170,135,2.49,30,6.36,51,0.67,18,44,1.3,1,0
Josh Koscheck,62,1,177,170,1.79,36,2.27,63,2.46,48,64,0.4,1,0
Cain Carrizosa,0,0,172,155,2.72,42,5.8,51,0.0,0,14,0.0,1,0
Robert Peralta,57,1,172,145,3.76,44,2.97,53,0.59,66,65,0.0,1,0
Justin Jones,0,0,180,185,1.7,36,3.17,45,1.0,15,46,0.5,1,0
Mirko Filipovic,40,0,187,230,2.11,50,1.89,63,0.19,40,78,0.3,0,1
Rocky Lee,0,0,175,145,2.47,51,5.33,44,1.0,10,33,0.0,1,0
Seth Baczynski,50,0,190,170,3.08,31,3.14,51,0.89,16,48,0.8,1,0
Izabela Badurek,0,0,165,115,3.74,71,4.9,32,1.75,12,100,0.0,1,0
Marcin Bandel,0,0,177,155,0.79,50,5.26,23,0.0,0,0,0.0,1,0
Jimy Hettes,60,1,175,145,3.47,57,3.5,57,5.2,44,61,1.4,0,1
Jessica Rakoczy,0,0,170,115,2.5,44,3.55,64,0.75,20,0,0.8,1,0
Chris Clements,50,0,177,170,3.2,49,2.37,44,0.0,0,32,0.3,1,0
David Michaud,50,0,175,155,3.25,43,4.45,54,2.53,58,77,0.7,1,0
Quinton Jackson,58,1,185,205,3.25,54,2.51,55,1.52,56,73,0.1,1,0
Hatsu Hioki,43,0,180,145,2.42,42,2.12,65,2.55,56,54,0.6,1,0
Vik Grujic,33,0,180,170,2.24,48,3.39,41,1.18,33,26,0.4,1,0
Alptekin Ozkilic,33,0,165,125,3.81,32,5.72,59,4.21,58,75,0.0,1,0
Dylan Andrews,50,0,185,185,2.21,50,2.72,46,2.83,50,57,0.4,0,0
Lisa Ellis,0,0,162,115,1.68,48,2.32,57,4.19,63,50,0.6,1,0
Royston Wee,100,1,170,135,1.1,60,2.45,49,3.38,81,0,0.0,1,0
Constantinos Philippou,67,1,180,185,2.19,35,2.73,54,0.4,42,65,0.3,1,0
Luke Barnatt,60,1,198,185,4.43,36,3.87,59,0.63,42,63,0.4,1,0
Zhang Lipeng,67,1,180,155,1.28,48,1.88,53,1.75,30,69,0.8,0,1
Mark Munoz,57,1,182,185,3.12,51,2.26,57,3.17,29,57,0.6,1,0
Roldan Sangcha'an,0,0,162,125,2.71,46,2.15,51,1.94,60,68,0.0,1,0
Nolan Ticman,0,0,167,125,2.57,47,2.53,67,0.0,0,60,0.0,1,0
Josh Sampo,33,0,162,125,1.99,36,2.96,55,1.06,33,40,2.1,1,0
Ryan Jimmo,50,0,185,205,3.12,66,2.77,46,0.45,28,87,0.0,1,0
Luiz Dutra,0,0,180,170,3.92,50,4.8,41,0.0,0,100,0.0,1,0
Wendell Oliveira Marques,0,0,177,170,3.77,47,4.4,47,0.0,0,100,0.0,1,0
Justin Edwards,33,0,177,155,2.68,42,3.32,51,2.14,26,27,1.0,1,0
Leonardo Morales,0,0,172,135,2.05,47,2.05,58,0.0,0,62,0.0,0,1
Brian Ebersole,71,1,182,170,2.32,49,2.14,56,1.7,23,61,0.1,0,1
Ricardo Abreu,100,1,180,185,3.79,31,3.98,68,2.13,42,100,0.7,1,0
Niklas Backstrom,50,0,185,145,1.12,41,3.65,40,2.92,80,72,2.2,1,0
Antonio Dos Santos,0,0,177,185,5.4,51,3.94,43,0.0,0,100,0.0,1,0
Alan Omer,0,0,177,145,3.49,55,2.21,64,1.69,42,66,0.0,1,0
