fighter,victoria_%,binning,Height,Weight,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg,Stance_Orthodox,Stance_Southpaw
Sam Hoger,50,0,187,205,1.07,25,2.25,57,1.12,38,29,1.3,1,0
Rex Holman,0,0,190,205,2.75,34,7.25,40,0.0,0,100,0.0,0,1
Drew Fickett,50,0,177,155,2.33,41,2.29,57,1.3,35,30,2.2,1,0
Dokonjonosuke Mishima,0,0,170,155,1.06,41,1.22,52,2.47,40,25,1.4,0,1
Brad Imes,0,0,200,265,2.73,31,4.24,49,1.72,71,0,1.0,1,0
Josh Haynes,0,0,175,170,1.25,22,4.03,52,0.94,18,42,0.0,1,0
David Lee,0,0,177,155,1.49,50,3.31,42,0.0,0,50,0.0,1,0
Victor Valimaki,0,0,182,205,3.94,30,2.99,67,0.9,14,0,0.0,1,0
Assuerio Silva,0,0,177,241,1.42,46,4.2,54,2.66,34,25,1.8,1,0
Elvis Sinosic,17,0,190,205,1.13,37,4.6,53,0.0,0,0,1.2,1,0
Sean Salmon,0,0,177,185,1.49,33,2.03,65,4.06,50,0,0.0,0,1
Pete Spratt,50,0,175,170,1.63,48,1.33,55,0.3,100,46,0.3,1,0
Chad Reiner,0,0,180,170,0.53,20,1.97,46,0.99,33,25,2.0,1,0
Stevie Lynch,0,0,177,170,2.47,25,7.06,41,0.0,0,0,0.0,1,0
Rory Singer,67,1,187,185,2.55,39,2.42,63,0.39,25,64,0.8,1,0
Hector Ramirez,0,0,182,205,2.27,41,4.6,56,2.3,55,66,0.5,1,0
Scott Smith,33,0,182,185,1.9,27,5.87,50,0.12,6,58,0.5,1,0
Brian Geraghty,0,0,170,155,0.47,25,9.77,36,0.0,0,50,0.0,1,0
Floyd Sword,0,0,182,185,0.78,42,1.57,40,0.0,0,33,0.0,1,0
Brandon Melendez,0,0,180,155,0.84,26,0.56,63,0.0,0,25,0.0,0,1
Andy Wang,0,0,167,155,3.43,36,10.29,62,0.0,0,0,0.0,1,0
Jens Pulver,75,1,170,145,2.12,37,3.13,56,0.22,33,63,0.3,0,1
Allen Berube,0,0,172,155,0.92,80,0.92,33,6.87,100,0,3.4,1,0
Jason Gilliam,0,0,182,170,0.79,33,3.14,42,0.0,0,0,0.0,1,0
Mike Nickels,100,1,193,205,4.44,52,1.11,64,11.11,80,0,2.8,1,0
Renato Sobral,56,1,185,205,2.23,45,1.53,57,2.48,42,65,2.6,1,0
Anthony Torres,100,1,172,170,3.54,48,7.52,45,0.0,0,100,2.2,1,0
Edilberto de Oliveira,0,0,182,170,4.12,32,6.79,61,0.0,0,0,0.0,1,0
Diego Saraiva,0,0,167,155,1.64,32,3.58,62,1.33,40,0,0.7,1,0
Scott Junk,0,0,185,265,5.13,60,1.81,45,0.0,0,0,0.0,1,0
Jason Black,0,0,172,155,1.06,47,2.6,45,0.48,33,28,6.2,1,0
Luke Caudillo,0,0,170,155,1.97,28,5.07,55,0.44,20,85,0.0,1,0
Dorian Price,0,0,190,170,0.0,0,0.0,0,0.0,0,0,0.0,0,1
Paul Georgieff,0,0,187,170,2.55,40,2.34,35,0.0,0,0,0.0,1,0
Richie Hightower,0,0,172,170,4.62,35,6.92,21,3.46,100,100,0.0,1,0
Dan Barrera,0,0,175,170,0.8,70,1.2,28,1.0,8,0,0.0,1,0
John Kolosci,0,0,180,185,0.21,20,0.85,50,0.0,0,0,0.0,1,0
Jared Rollins,0,0,175,170,3.33,57,2.41,39,2.5,50,50,1.2,1,0
Billy Miles,0,0,177,170,0.0,0,1.25,33,0.0,0,0,0.0,1,0
Jordan Radev,0,0,170,185,1.35,23,2.38,66,0.0,0,80,0.0,0,1
Tony DeSouza,60,1,182,170,1.12,52,1.57,41,2.25,42,40,1.5,0,1
Doug Evans,0,0,175,155,1.79,35,2.55,55,3.19,83,69,0.6,1,0
Colin Robinson,0,0,193,243,6.19,69,7.91,37,2.58,100,50,5.2,1,0
James Lee,0,0,180,205,1.4,42,3.72,27,13.95,50,0,7.0,0,1
Alberto Crane,0,0,165,155,0.43,25,2.61,57,0.0,0,50,4.0,1,0
Joe Veres,0,0,170,155,0.0,0,5.55,27,0.0,0,0,0.0,1,0
Terry Martin,40,0,172,185,2.82,43,3.13,54,3.1,42,92,0.0,1,0
Tim Sylvia,75,1,203,265,4.23,41,2.61,61,0.11,100,75,0.1,1,0
David Heath,50,0,180,205,1.48,30,5.16,49,0.33,50,57,1.0,1,0
John Halverson,0,0,175,155,2.94,43,5.29,47,0.0,0,66,2.0,0,1
Tommy Speer,0,0,177,170,2.56,51,5.12,35,2.02,33,33,0.0,1,0
Jeff Cox,0,0,177,155,0.56,25,1.69,33,4.23,50,80,0.0,1,0
Din Thomas,62,1,175,155,1.85,37,2.6,59,1.38,52,76,1.2,1,0
Ryan Roberts,0,0,167,155,0.0,0,22.5,45,0.0,0,0,0.0,1,0
Roman Mitichyan,100,1,177,170,0.26,16,2.7,43,1.93,100,25,1.9,1,0
Kalib Starnes,50,0,190,185,2.71,48,4.43,53,1.46,33,25,0.6,1,0
Kuniyoshi Hironaka,33,0,177,168,1.98,40,3.01,54,1.91,30,25,0.6,1,0
Travis Lutter,40,0,180,185,0.41,32,2.42,42,1.95,24,30,0.7,1,0
Charles McCarthy,50,0,177,185,0.18,12,4.03,56,2.67,60,0,2.7,1,0
Jason Tan,0,0,177,170,0.69,29,7.37,18,0.0,0,0,0.0,1,0
Ivan Salaverry,50,0,182,185,3.01,47,1.19,76,0.49,18,36,2.5,1,0
Kazuhiro Nakamura,0,0,180,205,1.56,37,1.83,59,1.73,36,42,0.6,1,0
War Machine,100,1,180,170,2.32,60,3.17,43,1.16,50,40,0.0,1,0
Marvin Eastman,25,0,175,185,2.21,35,3.92,42,1.38,33,81,0.0,1,0
Evan Tanner,69,1,182,185,3.05,59,2.64,56,2.55,43,25,1.3,1,0
Rob Yundt,0,0,185,185,1.37,41,2.55,31,2.94,100,0,0.0,1,0
Dante Rivera,0,0,185,185,2.27,53,4.0,25,0.0,0,16,0.0,0,1
James Giboo,0,0,180,170,1.2,27,7.08,39,0.0,0,0,0.0,1,0
Cale Yarbrough,0,0,185,185,3.16,27,10.0,72,0.0,0,0,0.0,1,0
Luke Cummo,50,0,182,170,1.74,43,1.5,59,0.89,55,42,1.4,1,0
Heath Herring,50,0,193,250,2.37,50,1.77,54,1.22,50,32,0.7,1,0
Jason Lambert,57,1,190,185,3.21,58,1.84,50,1.35,36,28,2.4,1,0
Brad Morris,0,0,187,205,0.5,62,6.95,27,0.0,0,0,0.0,1,0
Rameau Thierry Sokoudjou,50,0,177,205,2.26,45,2.61,56,1.93,47,78,0.9,1,0
Neil Wain,0,0,177,242,2.64,50,8.57,43,0.0,0,50,0.0,1,0
Samy Schiavo,0,0,172,155,1.68,34,2.62,38,0.94,50,66,0.9,1,0
David Baron,0,0,167,155,1.17,30,2.1,56,0.0,0,14,0.7,0,0
Jess Liaudin,50,0,175,170,2.46,51,2.76,41,3.28,53,30,1.6,1,0
Alvin Robinson,33,0,175,155,1.57,50,1.29,51,1.24,50,25,1.2,0,1
Josh Hendricks,0,0,187,235,0.98,20,11.8,29,0.0,0,0,0.0,0,1
Ryan Thomas,0,0,182,170,2.01,36,4.17,30,5.59,33,0,2.2,1,0
Jorge Gurgel,50,0,170,155,3.37,32,3.62,62,0.81,23,60,0.5,1,0
Brodie Farber,0,0,185,170,1.69,45,2.17,53,0.9,50,20,0.9,1,0
Johnny Rees,0,0,182,170,3.29,64,0.84,47,1.15,25,50,0.0,1,0
Eddie Sanchez,60,1,187,230,3.45,43,3.3,43,1.13,26,42,0.0,1,0
Nate Loughran,100,1,187,185,1.81,40,4.11,59,0.0,0,0,2.1,1,0
Corey Hill,50,0,193,155,3.57,46,1.61,70,3.02,80,100,0.0,1,0
Shane Primm,0,0,190,205,0.83,26,2.25,62,1.78,20,0,0.0,1,0
John Polakowski,0,0,177,155,2.6,26,2.83,50,0.0,0,87,0.7,1,0
Jules Bruchez,0,0,182,205,0.69,50,5.52,46,0.0,0,0,0.0,0,1
Dean Lister,80,1,185,185,1.26,35,1.89,61,1.58,15,50,1.1,1,0
Mike Wessel,0,0,182,260,1.82,56,6.43,22,6.29,50,0,0.0,1,0
Dan Evensen,0,0,190,250,0.27,10,3.86,38,0.0,0,0,4.0,1,0
Reese Andy,0,0,182,205,2.87,50,3.5,58,0.67,20,40,0.0,1,0
Alexandre Barros,0,0,175,170,0.98,40,4.05,36,1.84,50,100,0.0,0,1
Nate Mohr,33,0,175,155,3.79,41,2.5,74,0.45,50,71,0.0,1,0
Ivan Serati,0,0,182,205,0.86,26,5.33,29,0.0,0,0,0.0,1,0
Jeremy Horn,50,0,185,185,1.19,39,1.99,55,1.83,38,29,1.1,1,0
Tom Egan,0,0,180,170,0.0,0,3.91,50,0.0,0,28,0.0,1,0
Antonio Mendes,0,0,190,205,1.34,47,6.85,22,2.51,50,100,0.0,0,1
Matt Arroyo,50,0,177,170,1.62,47,2.01,58,2.12,36,100,5.3,1,0
Christian Wellisch,50,0,187,234,3.12,27,3.04,56,1.22,42,45,1.2,1,0
Akihiro Gono,50,0,170,170,2.18,48,2.67,63,1.01,84,46,0.5,0,0
Luigi Fioravanti,50,0,172,170,2.23,42,2.21,69,3.76,63,67,0.9,1,0
Rich Clementi,56,1,175,155,1.43,37,2.29,60,1.72,42,25,1.1,0,1
Steve Bruno,50,0,177,170,0.96,52,3.38,36,1.94,25,46,0.4,1,0
Derek Downey,0,0,185,185,0.32,100,3.36,12,2.4,16,0,0.0,1,0
Troy Mandaloniz,100,1,175,170,3.52,56,4.71,63,3.1,66,57,0.0,1,0
Per Eklund,50,0,177,155,2.07,61,2.38,67,2.07,11,50,3.6,1,0
Brian Cobb,0,0,180,155,0.0,0,3.68,55,5.81,50,0,0.0,1,0
Neil Grove,0,0,198,265,0.0,0,0.0,0,0.0,0,100,14.3,1,0
Jason Day,50,0,182,185,3.61,54,3.46,47,1.13,100,0,0.0,1,0
Pete Sell,33,0,180,170,2.6,42,3.65,51,0.91,21,47,0.9,1,0
Michael Patt,0,0,182,205,1.65,28,5.53,55,0.0,0,0,0.0,1,0
Ryan Madigan,0,0,182,170,0.0,0,3.35,47,0.0,0,0,0.0,1,0
Matt Horwich,0,0,185,185,1.11,62,2.16,38,0.33,9,28,2.7,1,0
Jesse Sanders,0,0,182,170,0.0,0,6.45,35,0.0,0,50,0.0,1,0
Carmelo Marrero,33,0,182,205,0.84,34,2.04,54,3.21,36,36,0.9,1,0
Joe Vedepo,0,0,182,185,1.43,42,5.71,38,1.07,20,0,0.0,1,0
Junie Browning,100,1,175,155,3.76,48,1.76,66,3.53,66,0,3.5,1,0
Tim McKenzie,0,0,182,185,1.37,54,2.96,44,0.0,0,28,2.1,1,0
Nissen Osterneck,0,0,187,185,3.15,58,2.9,41,0.63,12,42,1.3,1,0
Ryo Chonan,33,0,175,170,2.57,43,2.25,60,0.61,41,39,0.3,1,0
David Bielkheden,50,0,177,155,1.11,57,1.64,54,2.65,63,14,0.0,1,0
David Kaplan,0,0,170,155,2.88,46,4.32,67,4.88,43,0,0.7,1,0
Brandon Wolff,0,0,175,170,0.47,33,10.91,19,0.0,0,0,0.0,1,0
Andre Gusmao,0,0,182,205,2.79,43,3.28,60,0.0,0,60,0.0,1,0
Xavier Foupa-Pokam,0,0,185,185,1.47,43,2.5,49,0.0,0,16,0.0,0,0
Denis Stojnic,0,0,182,245,1.51,23,6.06,36,0.0,0,80,1.0,1,0
Dale Hartt,50,0,177,155,1.14,35,1.55,66,1.22,100,25,2.5,1,0
Mike Ciesnolevicz,100,1,182,235,0.51,50,4.62,57,0.0,0,20,5.1,1,0
Cameron Dollar,0,0,180,155,5.04,38,2.94,61,0.0,0,0,0.0,1,0
Frank Lester,0,0,180,170,2.18,36,3.82,53,0.0,0,0,0.0,1,0
Jake O'Brien,67,1,190,205,1.31,31,1.92,69,6.39,54,25,0.2,1,0
Dan Cramer,100,1,187,170,0.97,30,2.1,31,0.0,0,66,0.5,1,0
Danillo Villefort,0,0,185,185,2.86,37,2.4,68,1.71,66,33,1.7,1,0
Justin McCully,67,1,185,225,1.58,37,2.02,46,1.28,44,43,0.0,1,0
Marcus Aurelio,40,0,177,155,1.42,33,2.27,59,1.69,27,27,1.3,1,0
Chris Wilson,33,0,185,170,2.32,50,1.36,55,1.31,50,60,1.6,1,0
Roger Huerta,86,1,175,155,3.64,36,2.33,56,2.13,46,52,0.5,1,0
Hermes Franca,60,1,167,155,1.78,39,2.85,55,1.53,36,37,2.4,1,0
Drew McFedries,50,0,182,185,5.13,51,4.56,52,1.42,100,56,0.7,0,1
Razak Al-Hassan,0,0,187,205,3.27,39,3.14,60,0.65,14,57,0.0,1,0
Antoni Hardonk,57,1,193,245,3.4,61,3.07,46,0.0,0,40,0.9,1,0
Rolando Delgado,50,0,190,155,1.56,40,1.83,62,1.17,22,0,3.5,1,0
Denis Kang,50,0,180,185,2.27,35,1.65,67,2.51,65,38,1.2,1,0
Jason Dent,33,0,177,155,2.01,39,3.7,62,0.0,0,26,1.4,1,0
Jake Rosholt,50,0,185,185,2.68,53,2.33,49,6.51,68,0,1.8,1,0
Brock Larson,60,1,180,170,1.39,46,1.5,55,2.67,34,43,2.0,0,1
Marcus Jones,0,0,198,265,1.94,52,2.71,58,8.71,75,0,2.9,1,0
Darrill Schoonover,0,0,187,220,1.2,33,4.35,38,0.0,0,50,1.1,1,0
Houston Alexander,40,0,182,205,3.06,54,3.2,52,1.19,57,33,0.0,1,0
Justin Wren,0,0,187,265,3.43,35,2.07,64,0.0,0,100,0.0,1,0
Kevin Burns,50,0,177,170,2.74,38,4.3,52,0.28,50,47,0.8,1,0
Shane Nelson,67,1,175,155,1.38,31,2.84,61,1.31,18,54,1.6,0,1
Wilson Gouveia,67,1,185,185,3.02,39,4.06,56,0.9,66,57,2.2,1,0
Kyle Bradley,33,0,175,155,1.99,40,3.45,58,0.65,50,40,0.0,1,0
Jay Silva,0,0,187,185,1.13,34,3.07,40,0.0,0,38,1.0,0,1
Frank Trigg,33,0,175,170,2.79,46,1.9,56,2.35,47,75,0.8,0,1
Mark Coleman,64,1,185,205,1.88,52,2.62,40,3.89,40,50,0.8,1,0
Justin Buchholz,25,0,182,155,2.35,26,4.14,51,0.0,0,33,0.8,1,0
Rolles Gracie,0,0,193,242,2.3,32,3.38,55,2.3,10,0,0.0,1,0
Chase Gormley,0,0,190,265,3.6,42,6.03,44,3.12,42,0,1.0,1,0
Shannon Gugerty,50,0,177,155,1.25,39,1.88,58,2.13,27,50,3.4,1,0
Paul Buentello,60,1,187,245,3.29,45,3.83,52,0.19,33,39,0.4,1,0
Rory Markham,50,0,182,170,1.98,21,10.27,45,0.0,0,0,0.0,1,0
Caol Uno,33,0,170,155,1.91,49,1.9,50,1.95,31,37,0.5,0,1
Rob Emerson,50,0,175,155,2.5,30,2.83,64,2.02,52,65,0.4,1,0
Lucio Linhares,0,0,187,185,0.99,22,3.47,34,1.86,50,50,1.9,1,0
Ronys Torres,0,0,170,155,0.87,26,1.93,57,4.0,47,16,0.5,1,0
Nate Quarry,78,1,182,185,4.96,44,2.8,66,0.25,33,60,0.0,0,0
Renzo Gracie,0,0,177,185,1.71,41,1.67,55,1.13,20,40,0.8,1,0
Mostapha Al-Turk,0,0,187,245,1.36,19,3.61,53,0.0,0,0,0.0,1,0
Matt Veach,50,0,180,155,1.12,28,4.91,44,3.64,38,100,1.5,1,0
Brad Blackburn,75,1,177,170,4.55,35,3.59,65,0.93,50,76,0.7,1,0
Kevin Ferguson,100,1,187,235,2.3,50,3.41,38,3.1,72,36,1.2,1,0
Jonathan Goulet,50,0,182,170,1.61,41,2.01,46,4.17,70,45,0.6,1,0
Paul Daley,100,1,175,170,3.14,47,2.37,60,0.91,40,64,0.0,1,0
Yoshiyuki Yoshida,50,0,180,170,0.85,36,3.67,36,1.41,28,25,2.8,0,1
Jesse Forbes,0,0,187,185,2.11,24,4.06,53,1.79,75,66,1.2,0,1
Joe Brammer,0,0,172,155,2.15,31,2.8,56,0.81,50,50,0.0,1,0
Dan Lauzon,0,0,177,155,1.34,25,4.09,61,1.63,33,80,2.7,1,0
Jesse Lennox,50,0,175,170,2.69,32,3.2,64,1.22,66,63,0.3,1,0
David Loiseau,50,0,182,185,1.59,44,3.64,43,0.43,42,36,0.1,1,0
Chuck Liddell,73,1,187,205,2.97,35,2.71,56,0.44,75,81,0.0,1,0
Jamie Yager,0,0,185,185,3.08,39,2.55,63,0.0,0,66,0.0,1,0
James Hammortree,0,0,190,185,1.93,30,4.13,44,2.0,50,100,1.0,1,0
Keith Jardine,50,0,187,185,3.25,36,2.98,59,1.18,45,62,0.7,1,0
Josh Bryant,0,0,177,185,1.1,20,6.1,43,0.0,0,0,0.0,1,0
Steve Steinbeiss,0,0,190,185,3.92,55,1.86,49,0.44,50,58,0.0,1,0
James Irvin,44,0,187,205,2.03,48,3.86,35,0.0,0,36,0.5,1,0
Rodney Wallace,0,0,175,205,1.13,46,3.44,45,6.0,54,28,1.0,0,0
James Toney,0,0,175,220,0.0,0,2.41,27,0.0,0,0,0.0,1,0
John Salter,50,0,185,185,1.68,32,1.68,68,2.85,46,66,0.5,0,1
Forrest Petz,33,0,175,170,2.27,29,2.2,57,1.3,100,66,0.0,1,0
John Gunderson,50,0,175,155,1.04,27,1.71,58,1.67,33,11,2.0,1,0
Tomasz Drwal,60,1,185,205,3.29,38,2.26,57,3.55,60,82,0.4,1,0
Sean Sherk,64,1,167,155,2.17,35,2.71,55,4.09,46,56,0.4,1,0
Matt Serra,54,1,167,170,1.98,39,2.64,46,2.05,20,38,0.9,1,0
Steve Lopez,0,0,180,155,1.39,24,2.69,62,0.0,0,37,0.0,1,0
Julio Paulino,0,0,182,170,0.97,27,1.87,48,0.0,0,37,0.5,1,0
James Wilks,67,1,185,170,1.82,45,2.03,50,1.27,22,66,3.8,1,0
James McSweeney,50,0,193,230,3.94,55,4.33,42,0.52,33,100,1.1,0,0
Mark Holst,0,0,182,155,0.25,19,1.67,47,0.76,100,60,2.3,1,0
Vinicius Queiroz,0,0,200,220,3.67,51,4.1,41,5.07,70,100,0.7,1,0
Gilbert Yvel,0,0,187,225,1.05,47,1.78,50,0.0,0,25,1.0,1,0
Seth Petruzelli,0,0,182,205,2.17,41,2.08,55,0.46,50,47,2.3,1,0
Nick Osipczak,50,0,187,170,2.83,50,3.77,50,1.2,45,71,1.0,1,0
Alexandre Ferreira,0,0,170,205,2.57,60,8.14,42,0.0,0,0,0.0,1,0
Goran Reljic,33,0,190,205,1.69,37,2.69,59,1.69,50,33,1.1,0,1
Mark Scanlon,0,0,175,170,2.2,35,3.33,48,3.0,75,25,2.0,1,0
Brian Foster,50,0,175,170,3.3,39,1.63,65,3.67,60,37,1.8,1,0
Gerald Harris,100,1,180,185,1.41,29,1.58,62,2.96,54,72,0.0,0,1
Maiquel Falcao,0,0,180,185,1.67,55,0.53,86,1.0,100,71,3.0,1,0
Karo Parisyan,67,1,177,170,2.49,41,2.19,58,5.27,59,59,1.0,1,0
Aaron Wilkinson,0,0,177,155,0.0,0,0.0,100,7.32,100,0,0.0,1,0
Tyler Toner,0,0,172,145,2.95,52,2.13,62,0.0,0,54,0.4,1,0
Sako Chivitchian,0,0,180,155,2.4,27,4.8,46,0.0,0,100,0.0,1,0
Fredson Paixao,0,0,167,145,1.71,54,2.31,62,0.62,11,10,2.2,1,0
Pat Audinwood,0,0,182,155,1.17,12,4.31,41,0.8,50,0,0.0,1,0
Dustin Hazelett,56,1,185,170,2.24,40,3.51,46,0.55,50,25,4.1,1,0
Joe Doerksen,25,0,182,185,1.43,42,2.79,50,2.02,33,33,2.3,1,0
Phil Baroni,33,0,175,170,2.77,45,3.93,40,1.46,47,60,0.5,1,0
Marcus Davis,64,1,177,170,2.72,39,2.79,65,1.6,48,47,1.4,0,1
Antonio McKee,0,0,172,155,1.37,45,0.74,74,1.47,33,57,0.0,0,1
Greg Soto,50,0,180,170,3.21,63,2.61,52,1.49,27,44,1.0,1,0
Tim Hague,25,0,193,260,2.79,47,4.14,46,1.72,33,85,0.9,1,0
Mike Guymon,33,0,182,170,2.75,65,0.79,66,1.87,37,54,1.2,1,0
Willamy Freire,0,0,172,155,1.53,37,0.93,62,0.5,100,73,0.0,1,0
Amilcar Alves,0,0,182,170,0.5,46,2.02,30,0.0,0,53,0.0,0,1
Antonio Banuelos,0,0,165,135,2.69,33,3.15,58,1.62,62,86,0.4,1,0
Paul Kelly,62,1,175,155,3.22,37,2.61,59,1.34,60,30,1.5,1,0
Gabe Ruediger,0,0,177,155,1.7,31,5.16,41,2.04,11,28,0.0,1,0
Paul Taylor,38,0,182,155,4.44,47,4.47,55,0.27,25,56,0.5,1,0
Chris Tuchscherer,33,0,187,258,1.35,31,3.17,47,1.19,18,0,0.6,1,0
Maciej Jewtuszko,0,0,182,155,2.29,45,1.39,66,0.0,0,42,0.9,0,1
Rob Kimmons,50,0,177,185,1.86,48,4.79,38,2.08,46,25,2.4,1,0
Todd Brown,0,0,180,205,2.15,45,3.85,48,0.0,0,50,0.0,1,0
Ricardo Almeida,60,1,182,170,2.02,49,1.2,61,3.74,38,31,1.2,1,0
Kurt Pellegrino,64,1,172,155,2.45,43,1.94,63,2.9,54,69,0.8,1,0
Mario Miranda,33,0,190,185,1.96,54,2.46,36,1.02,60,54,0.0,1,0
Sean McCorkle,50,0,200,265,0.85,44,2.48,52,2.12,40,33,4.2,1,0
Waylon Lowe,67,1,170,145,1.88,55,2.4,53,4.47,55,83,0.3,0,1
Jon Madsen,100,1,182,240,2.46,41,1.18,81,1.32,71,70,0.0,1,0
Kris McCray,0,0,182,170,2.69,45,2.57,54,2.88,55,38,0.0,1,0
Kyle Watson,100,1,182,155,3.67,35,3.25,62,0.0,0,100,0.0,0,1
Charlie Valencia,0,0,160,135,2.58,37,2.61,77,1.4,53,75,0.5,1,0
Ryan Jensen,29,0,185,185,2.84,39,2.99,59,1.55,50,31,1.9,1,0
Randy Couture,70,1,185,205,2.85,57,1.53,59,2.78,46,58,0.5,1,0
Kendall Grove,58,1,198,185,2.31,41,2.4,54,0.49,45,56,1.7,1,0
Chuck O'Neil,0,0,187,170,3.13,37,4.4,72,0.0,0,0,0.0,1,0
Tim Credeur,75,1,190,185,3.59,30,3.13,57,0.41,100,50,3.3,1,0
Ryan McGillivray,0,0,180,170,1.27,20,2.2,52,0.0,0,44,0.0,1,0
Shane Carwin,80,1,187,265,4.38,47,3.53,53,1.42,33,42,0.0,1,0
Jesse Bongfeldt,0,0,182,185,2.91,62,1.01,50,1.51,33,33,0.0,1,0
Curt Warburton,50,0,182,155,2.13,42,3.44,43,2.35,50,83,0.9,1,0
Javier Vazquez,0,0,170,145,2.43,36,1.99,72,2.56,52,57,1.5,0,1
Joe Stevenson,53,1,170,145,2.05,44,2.44,60,2.75,44,39,2.2,1,0
Andre Winner,40,0,180,155,2.52,33,4.57,51,0.0,0,74,0.0,1,0
Jason Reinhardt,0,0,167,135,0.51,40,4.07,43,1.91,12,50,0.0,1,0
Chris Lytle,47,0,180,170,3.76,45,3.03,58,0.7,55,55,2.4,1,0
TJ O'Brien,0,0,187,155,3.77,46,4.78,57,0.94,100,0,0.0,1,0
Ian Loveland,50,0,172,145,2.71,40,2.36,64,1.0,37,69,0.3,1,0
Donny Walker,0,0,175,135,1.81,37,3.85,46,0.0,0,57,1.7,1,0
Mike Lullo,0,0,172,145,2.48,36,4.84,40,1.18,11,0,0.6,1,0
Matt Hughes,75,1,175,170,2.14,53,1.36,53,2.95,50,35,1.2,0,0
Ricardo Romero,50,0,182,205,2.17,55,4.77,46,1.63,10,100,3.3,1,0
Kenny Florian,75,1,177,145,2.41,40,1.85,63,2.22,33,60,1.3,0,1
Danny Downes,0,0,182,155,1.66,34,3.53,37,0.0,0,37,0.5,1,0
Eliot Marshall,60,1,187,205,1.93,27,2.39,67,0.47,33,79,0.9,1,0
Tyson Griffin,62,1,167,145,3.71,41,2.3,65,1.87,46,59,0.9,1,0
Rob Broughton,50,0,187,265,2.83,60,2.54,51,0.0,0,26,3.2,1,0
Cole Escovedo,0,0,170,135,1.77,43,4.32,49,0.43,33,13,0.0,1,0
Clay Harvison,50,0,185,170,3.29,48,3.91,58,0.66,100,68,1.3,1,0
Matt Lucas,0,0,185,205,1.27,48,3.93,40,1.0,10,0,0.0,1,0
Paul Bradley,0,0,175,170,2.26,32,4.13,56,1.12,16,100,0.0,1,0
Jason Brilz,50,0,180,205,2.66,40,1.78,65,2.37,25,25,1.3,1,0
Nick Pace,50,0,170,135,1.48,34,3.14,57,2.52,43,54,0.5,1,0
Shamar Bailey,50,0,175,155,1.56,20,3.91,69,1.5,33,37,0.0,0,1
Dustin Neace,0,0,175,145,2.08,32,2.66,56,0.0,0,0,1.7,1,0
Stephen Bass,0,0,175,145,4.87,52,5.87,55,0.0,0,0,0.0,1,0
Rich Attonito,75,1,177,170,2.28,47,2.13,59,0.74,37,75,0.0,1,0
Claude Patrick,100,1,180,170,1.8,55,0.89,69,2.32,53,84,1.7,1,0
Dennis Hallman,38,0,175,155,1.12,44,1.96,43,1.79,30,25,2.1,1,0
Krzysztof Soszynski,75,1,185,205,3.37,39,3.13,58,0.52,25,71,1.0,0,0
Junior Assuncao,50,0,175,145,3.31,62,2.06,44,2.43,24,66,0.7,1,0
Joseph Sandoval,0,0,170,135,1.82,42,12.12,60,0.0,0,0,0.0,0,1
Daniel Roberts,50,0,177,170,0.73,20,2.27,46,2.46,44,40,2.5,0,1
Christian Morecraft,33,0,198,260,2.82,34,2.46,46,3.26,66,50,2.2,1,0
Jorge Rivera,50,0,185,185,3.16,48,2.64,54,0.84,50,63,0.1,1,0
Eric Schafer,38,0,190,185,1.89,34,3.38,56,1.81,36,50,1.8,1,0
Jon Olav Einemo,0,0,198,253,2.15,52,3.05,52,1.73,55,43,0.0,1,0
Chris Cope,50,0,182,170,3.96,26,4.82,50,0.0,0,80,0.0,1,0
Steve Cantwell,20,0,187,185,3.63,34,5.76,55,0.65,30,80,0.7,1,0
Mackens Semerzier,50,0,175,145,2.91,45,3.48,46,2.14,50,50,2.1,1,0
Aaron Rosa,50,0,193,205,4.03,47,4.41,45,0.36,33,85,0.4,1,0
Eric Wisely,0,0,172,145,1.42,47,2.08,56,0.0,0,27,0.9,0,1
Eddie Yagin,0,0,170,145,3.13,30,5.77,42,0.0,0,62,1.0,1,0
Miguel Torres,67,1,175,135,3.98,43,1.86,74,0.0,0,17,1.6,1,0
Mike Massenzio,33,0,187,185,2.08,45,3.59,54,2.74,24,50,1.4,0,1
Nick Denis,100,1,170,135,6.54,53,5.42,36,2.8,100,80,0.0,1,0
Kamal Shalorus,0,0,172,155,3.06,32,2.99,70,2.07,50,80,0.0,1,0
Alex Soto,0,0,172,135,2.95,25,5.02,59,2.82,30,0,0.0,0,1
Jason MacDonald,46,0,190,185,1.55,52,2.7,46,1.43,16,35,2.0,1,0
Jorge Lopez,0,0,177,170,2.47,59,2.57,50,3.5,41,81,0.0,1,0
Jeff Curran,0,0,167,135,1.54,31,2.48,60,0.35,12,35,1.2,1,0
Jason Miller,0,0,185,185,1.83,43,2.3,49,1.31,28,43,1.3,1,0
Pat Schilling,0,0,172,145,1.87,26,8.24,52,0.0,0,0,0.0,1,0
Chris Tickle,0,0,175,155,1.07,40,1.13,43,1.0,25,20,2.0,1,0
Chris Saunders,0,0,172,155,1.48,22,2.96,75,3.7,100,0,0.0,1,0
Jake Hecht,50,0,182,170,3.26,47,2.76,56,2.04,37,40,0.0,1,0
Carlos Eduardo Rocha,50,0,177,170,1.24,34,1.85,55,0.0,0,52,1.4,1,0
